iso_code,continent,location,date,total_vaccinations,new_vaccinations
AFG,Asia,Afghanistan,2/24/2020,,
AFG,Asia,Afghanistan,2/25/2020,,
AFG,Asia,Afghanistan,2/26/2020,,
AFG,Asia,Afghanistan,2/27/2020,,
AFG,Asia,Afghanistan,2/28/2020,,
AFG,Asia,Afghanistan,2/29/2020,,
AFG,Asia,Afghanistan,3/1/2020,,
AFG,Asia,Afghanistan,3/2/2020,,
AFG,Asia,Afghanistan,3/3/2020,,
AFG,Asia,Afghanistan,3/4/2020,,
AFG,Asia,Afghanistan,3/5/2020,,
AFG,Asia,Afghanistan,3/6/2020,,
AFG,Asia,Afghanistan,3/7/2020,,
AFG,Asia,Afghanistan,3/8/2020,,
AFG,Asia,Afghanistan,3/9/2020,,
AFG,Asia,Afghanistan,3/10/2020,,
AFG,Asia,Afghanistan,3/11/2020,,
AFG,Asia,Afghanistan,3/12/2020,,
AFG,Asia,Afghanistan,3/13/2020,,
AFG,Asia,Afghanistan,3/14/2020,,
AFG,Asia,Afghanistan,3/15/2020,,
AFG,Asia,Afghanistan,3/16/2020,,
AFG,Asia,Afghanistan,3/17/2020,,
AFG,Asia,Afghanistan,3/18/2020,,
AFG,Asia,Afghanistan,3/19/2020,,
AFG,Asia,Afghanistan,3/20/2020,,
AFG,Asia,Afghanistan,3/21/2020,,
AFG,Asia,Afghanistan,3/22/2020,,
AFG,Asia,Afghanistan,3/23/2020,,
AFG,Asia,Afghanistan,3/24/2020,,
AFG,Asia,Afghanistan,3/25/2020,,
AFG,Asia,Afghanistan,3/26/2020,,
AFG,Asia,Afghanistan,3/27/2020,,
AFG,Asia,Afghanistan,3/28/2020,,
AFG,Asia,Afghanistan,3/29/2020,,
AFG,Asia,Afghanistan,3/30/2020,,
AFG,Asia,Afghanistan,3/31/2020,,
AFG,Asia,Afghanistan,4/1/2020,,
AFG,Asia,Afghanistan,4/2/2020,,
AFG,Asia,Afghanistan,4/3/2020,,
AFG,Asia,Afghanistan,4/4/2020,,
AFG,Asia,Afghanistan,4/5/2020,,
AFG,Asia,Afghanistan,4/6/2020,,
AFG,Asia,Afghanistan,4/7/2020,,
AFG,Asia,Afghanistan,4/8/2020,,
AFG,Asia,Afghanistan,4/9/2020,,
AFG,Asia,Afghanistan,4/10/2020,,
AFG,Asia,Afghanistan,4/11/2020,,
AFG,Asia,Afghanistan,4/12/2020,,
AFG,Asia,Afghanistan,4/13/2020,,
AFG,Asia,Afghanistan,4/14/2020,,
AFG,Asia,Afghanistan,4/15/2020,,
AFG,Asia,Afghanistan,4/16/2020,,
AFG,Asia,Afghanistan,4/17/2020,,
AFG,Asia,Afghanistan,4/18/2020,,
AFG,Asia,Afghanistan,4/19/2020,,
AFG,Asia,Afghanistan,4/20/2020,,
AFG,Asia,Afghanistan,4/21/2020,,
AFG,Asia,Afghanistan,4/22/2020,,
AFG,Asia,Afghanistan,4/23/2020,,
AFG,Asia,Afghanistan,4/24/2020,,
AFG,Asia,Afghanistan,4/25/2020,,
AFG,Asia,Afghanistan,4/26/2020,,
AFG,Asia,Afghanistan,4/27/2020,,
AFG,Asia,Afghanistan,4/28/2020,,
AFG,Asia,Afghanistan,4/29/2020,,
AFG,Asia,Afghanistan,4/30/2020,,
AFG,Asia,Afghanistan,5/1/2020,,
AFG,Asia,Afghanistan,5/2/2020,,
AFG,Asia,Afghanistan,5/3/2020,,
AFG,Asia,Afghanistan,5/4/2020,,
AFG,Asia,Afghanistan,5/5/2020,,
AFG,Asia,Afghanistan,5/6/2020,,
AFG,Asia,Afghanistan,5/7/2020,,
AFG,Asia,Afghanistan,5/8/2020,,
AFG,Asia,Afghanistan,5/9/2020,,
AFG,Asia,Afghanistan,5/10/2020,,
AFG,Asia,Afghanistan,5/11/2020,,
AFG,Asia,Afghanistan,5/12/2020,,
AFG,Asia,Afghanistan,5/13/2020,,
AFG,Asia,Afghanistan,5/14/2020,,
AFG,Asia,Afghanistan,5/15/2020,,
AFG,Asia,Afghanistan,5/16/2020,,
AFG,Asia,Afghanistan,5/17/2020,,
AFG,Asia,Afghanistan,5/18/2020,,
AFG,Asia,Afghanistan,5/19/2020,,
AFG,Asia,Afghanistan,5/20/2020,,
AFG,Asia,Afghanistan,5/21/2020,,
AFG,Asia,Afghanistan,5/22/2020,,
AFG,Asia,Afghanistan,5/23/2020,,
AFG,Asia,Afghanistan,5/24/2020,,
AFG,Asia,Afghanistan,5/25/2020,,
AFG,Asia,Afghanistan,5/26/2020,,
AFG,Asia,Afghanistan,5/27/2020,,
AFG,Asia,Afghanistan,5/28/2020,,
AFG,Asia,Afghanistan,5/29/2020,,
AFG,Asia,Afghanistan,5/30/2020,,
AFG,Asia,Afghanistan,5/31/2020,,
AFG,Asia,Afghanistan,6/1/2020,,
AFG,Asia,Afghanistan,6/2/2020,,
AFG,Asia,Afghanistan,6/3/2020,,
AFG,Asia,Afghanistan,6/4/2020,,
AFG,Asia,Afghanistan,6/5/2020,,
AFG,Asia,Afghanistan,6/6/2020,,
AFG,Asia,Afghanistan,6/7/2020,,
AFG,Asia,Afghanistan,6/8/2020,,
AFG,Asia,Afghanistan,6/9/2020,,
AFG,Asia,Afghanistan,6/10/2020,,
AFG,Asia,Afghanistan,6/11/2020,,
AFG,Asia,Afghanistan,6/12/2020,,
AFG,Asia,Afghanistan,6/13/2020,,
AFG,Asia,Afghanistan,6/14/2020,,
AFG,Asia,Afghanistan,6/15/2020,,
AFG,Asia,Afghanistan,6/16/2020,,
AFG,Asia,Afghanistan,6/17/2020,,
AFG,Asia,Afghanistan,6/18/2020,,
AFG,Asia,Afghanistan,6/19/2020,,
AFG,Asia,Afghanistan,6/20/2020,,
AFG,Asia,Afghanistan,6/21/2020,,
AFG,Asia,Afghanistan,6/22/2020,,
AFG,Asia,Afghanistan,6/23/2020,,
AFG,Asia,Afghanistan,6/24/2020,,
AFG,Asia,Afghanistan,6/25/2020,,
AFG,Asia,Afghanistan,6/26/2020,,
AFG,Asia,Afghanistan,6/27/2020,,
AFG,Asia,Afghanistan,6/28/2020,,
AFG,Asia,Afghanistan,6/29/2020,,
AFG,Asia,Afghanistan,6/30/2020,,
AFG,Asia,Afghanistan,7/1/2020,,
AFG,Asia,Afghanistan,7/2/2020,,
AFG,Asia,Afghanistan,7/3/2020,,
AFG,Asia,Afghanistan,7/4/2020,,
AFG,Asia,Afghanistan,7/5/2020,,
AFG,Asia,Afghanistan,7/6/2020,,
AFG,Asia,Afghanistan,7/7/2020,,
AFG,Asia,Afghanistan,7/8/2020,,
AFG,Asia,Afghanistan,7/9/2020,,
AFG,Asia,Afghanistan,7/10/2020,,
AFG,Asia,Afghanistan,7/11/2020,,
AFG,Asia,Afghanistan,7/12/2020,,
AFG,Asia,Afghanistan,7/13/2020,,
AFG,Asia,Afghanistan,7/14/2020,,
AFG,Asia,Afghanistan,7/15/2020,,
AFG,Asia,Afghanistan,7/16/2020,,
AFG,Asia,Afghanistan,7/17/2020,,
AFG,Asia,Afghanistan,7/18/2020,,
AFG,Asia,Afghanistan,7/19/2020,,
AFG,Asia,Afghanistan,7/20/2020,,
AFG,Asia,Afghanistan,7/21/2020,,
AFG,Asia,Afghanistan,7/22/2020,,
AFG,Asia,Afghanistan,7/23/2020,,
AFG,Asia,Afghanistan,7/24/2020,,
AFG,Asia,Afghanistan,7/25/2020,,
AFG,Asia,Afghanistan,7/26/2020,,
AFG,Asia,Afghanistan,7/27/2020,,
AFG,Asia,Afghanistan,7/28/2020,,
AFG,Asia,Afghanistan,7/29/2020,,
AFG,Asia,Afghanistan,7/30/2020,,
AFG,Asia,Afghanistan,7/31/2020,,
AFG,Asia,Afghanistan,8/1/2020,,
AFG,Asia,Afghanistan,8/2/2020,,
AFG,Asia,Afghanistan,8/3/2020,,
AFG,Asia,Afghanistan,8/4/2020,,
AFG,Asia,Afghanistan,8/5/2020,,
AFG,Asia,Afghanistan,8/6/2020,,
AFG,Asia,Afghanistan,8/7/2020,,
AFG,Asia,Afghanistan,8/8/2020,,
AFG,Asia,Afghanistan,8/9/2020,,
AFG,Asia,Afghanistan,8/10/2020,,
AFG,Asia,Afghanistan,8/11/2020,,
AFG,Asia,Afghanistan,8/12/2020,,
AFG,Asia,Afghanistan,8/13/2020,,
AFG,Asia,Afghanistan,8/14/2020,,
AFG,Asia,Afghanistan,8/15/2020,,
AFG,Asia,Afghanistan,8/16/2020,,
AFG,Asia,Afghanistan,8/17/2020,,
AFG,Asia,Afghanistan,8/18/2020,,
AFG,Asia,Afghanistan,8/19/2020,,
AFG,Asia,Afghanistan,8/20/2020,,
AFG,Asia,Afghanistan,8/21/2020,,
AFG,Asia,Afghanistan,8/22/2020,,
AFG,Asia,Afghanistan,8/23/2020,,
AFG,Asia,Afghanistan,8/24/2020,,
AFG,Asia,Afghanistan,8/25/2020,,
AFG,Asia,Afghanistan,8/26/2020,,
AFG,Asia,Afghanistan,8/27/2020,,
AFG,Asia,Afghanistan,8/28/2020,,
AFG,Asia,Afghanistan,8/29/2020,,
AFG,Asia,Afghanistan,8/30/2020,,
AFG,Asia,Afghanistan,8/31/2020,,
AFG,Asia,Afghanistan,9/1/2020,,
AFG,Asia,Afghanistan,9/2/2020,,
AFG,Asia,Afghanistan,9/3/2020,,
AFG,Asia,Afghanistan,9/4/2020,,
AFG,Asia,Afghanistan,9/5/2020,,
AFG,Asia,Afghanistan,9/6/2020,,
AFG,Asia,Afghanistan,9/7/2020,,
AFG,Asia,Afghanistan,9/8/2020,,
AFG,Asia,Afghanistan,9/9/2020,,
AFG,Asia,Afghanistan,9/10/2020,,
AFG,Asia,Afghanistan,9/11/2020,,
AFG,Asia,Afghanistan,9/12/2020,,
AFG,Asia,Afghanistan,9/13/2020,,
AFG,Asia,Afghanistan,9/14/2020,,
AFG,Asia,Afghanistan,9/15/2020,,
AFG,Asia,Afghanistan,9/16/2020,,
AFG,Asia,Afghanistan,9/17/2020,,
AFG,Asia,Afghanistan,9/18/2020,,
AFG,Asia,Afghanistan,9/19/2020,,
AFG,Asia,Afghanistan,9/20/2020,,
AFG,Asia,Afghanistan,9/21/2020,,
AFG,Asia,Afghanistan,9/22/2020,,
AFG,Asia,Afghanistan,9/23/2020,,
AFG,Asia,Afghanistan,9/24/2020,,
AFG,Asia,Afghanistan,9/25/2020,,
AFG,Asia,Afghanistan,9/26/2020,,
AFG,Asia,Afghanistan,9/27/2020,,
AFG,Asia,Afghanistan,9/28/2020,,
AFG,Asia,Afghanistan,9/29/2020,,
AFG,Asia,Afghanistan,9/30/2020,,
AFG,Asia,Afghanistan,10/1/2020,,
AFG,Asia,Afghanistan,10/2/2020,,
AFG,Asia,Afghanistan,10/3/2020,,
AFG,Asia,Afghanistan,10/4/2020,,
AFG,Asia,Afghanistan,10/5/2020,,
AFG,Asia,Afghanistan,10/6/2020,,
AFG,Asia,Afghanistan,10/7/2020,,
AFG,Asia,Afghanistan,10/8/2020,,
AFG,Asia,Afghanistan,10/9/2020,,
AFG,Asia,Afghanistan,10/10/2020,,
AFG,Asia,Afghanistan,10/11/2020,,
AFG,Asia,Afghanistan,10/12/2020,,
AFG,Asia,Afghanistan,10/13/2020,,
AFG,Asia,Afghanistan,10/14/2020,,
AFG,Asia,Afghanistan,10/15/2020,,
AFG,Asia,Afghanistan,10/16/2020,,
AFG,Asia,Afghanistan,10/17/2020,,
AFG,Asia,Afghanistan,10/18/2020,,
AFG,Asia,Afghanistan,10/19/2020,,
AFG,Asia,Afghanistan,10/20/2020,,
AFG,Asia,Afghanistan,10/21/2020,,
AFG,Asia,Afghanistan,10/22/2020,,
AFG,Asia,Afghanistan,10/23/2020,,
AFG,Asia,Afghanistan,10/24/2020,,
AFG,Asia,Afghanistan,10/25/2020,,
AFG,Asia,Afghanistan,10/26/2020,,
AFG,Asia,Afghanistan,10/27/2020,,
AFG,Asia,Afghanistan,10/28/2020,,
AFG,Asia,Afghanistan,10/29/2020,,
AFG,Asia,Afghanistan,10/30/2020,,
AFG,Asia,Afghanistan,10/31/2020,,
AFG,Asia,Afghanistan,11/1/2020,,
AFG,Asia,Afghanistan,11/2/2020,,
AFG,Asia,Afghanistan,11/3/2020,,
AFG,Asia,Afghanistan,11/4/2020,,
AFG,Asia,Afghanistan,11/5/2020,,
AFG,Asia,Afghanistan,11/6/2020,,
AFG,Asia,Afghanistan,11/7/2020,,
AFG,Asia,Afghanistan,11/8/2020,,
AFG,Asia,Afghanistan,11/9/2020,,
AFG,Asia,Afghanistan,11/10/2020,,
AFG,Asia,Afghanistan,11/11/2020,,
AFG,Asia,Afghanistan,11/12/2020,,
AFG,Asia,Afghanistan,11/13/2020,,
AFG,Asia,Afghanistan,11/14/2020,,
AFG,Asia,Afghanistan,11/15/2020,,
AFG,Asia,Afghanistan,11/16/2020,,
AFG,Asia,Afghanistan,11/17/2020,,
AFG,Asia,Afghanistan,11/18/2020,,
AFG,Asia,Afghanistan,11/19/2020,,
AFG,Asia,Afghanistan,11/20/2020,,
AFG,Asia,Afghanistan,11/21/2020,,
AFG,Asia,Afghanistan,11/22/2020,,
AFG,Asia,Afghanistan,11/23/2020,,
AFG,Asia,Afghanistan,11/24/2020,,
AFG,Asia,Afghanistan,11/25/2020,,
AFG,Asia,Afghanistan,11/26/2020,,
AFG,Asia,Afghanistan,11/27/2020,,
AFG,Asia,Afghanistan,11/28/2020,,
AFG,Asia,Afghanistan,11/29/2020,,
AFG,Asia,Afghanistan,11/30/2020,,
AFG,Asia,Afghanistan,12/1/2020,,
AFG,Asia,Afghanistan,12/2/2020,,
AFG,Asia,Afghanistan,12/3/2020,,
AFG,Asia,Afghanistan,12/4/2020,,
AFG,Asia,Afghanistan,12/5/2020,,
AFG,Asia,Afghanistan,12/6/2020,,
AFG,Asia,Afghanistan,12/7/2020,,
AFG,Asia,Afghanistan,12/8/2020,,
AFG,Asia,Afghanistan,12/9/2020,,
AFG,Asia,Afghanistan,12/10/2020,,
AFG,Asia,Afghanistan,12/11/2020,,
AFG,Asia,Afghanistan,12/12/2020,,
AFG,Asia,Afghanistan,12/13/2020,,
AFG,Asia,Afghanistan,12/14/2020,,
AFG,Asia,Afghanistan,12/15/2020,,
AFG,Asia,Afghanistan,12/16/2020,,
AFG,Asia,Afghanistan,12/17/2020,,
AFG,Asia,Afghanistan,12/18/2020,,
AFG,Asia,Afghanistan,12/19/2020,,
AFG,Asia,Afghanistan,12/20/2020,,
AFG,Asia,Afghanistan,12/21/2020,,
AFG,Asia,Afghanistan,12/22/2020,,
AFG,Asia,Afghanistan,12/23/2020,,
AFG,Asia,Afghanistan,12/24/2020,,
AFG,Asia,Afghanistan,12/25/2020,,
AFG,Asia,Afghanistan,12/26/2020,,
AFG,Asia,Afghanistan,12/27/2020,,
AFG,Asia,Afghanistan,12/28/2020,,
AFG,Asia,Afghanistan,12/29/2020,,
AFG,Asia,Afghanistan,12/30/2020,,
AFG,Asia,Afghanistan,12/31/2020,,
AFG,Asia,Afghanistan,1/1/2021,,
AFG,Asia,Afghanistan,1/2/2021,,
AFG,Asia,Afghanistan,1/3/2021,,
AFG,Asia,Afghanistan,1/4/2021,,
AFG,Asia,Afghanistan,1/5/2021,,
AFG,Asia,Afghanistan,1/6/2021,,
AFG,Asia,Afghanistan,1/7/2021,,
AFG,Asia,Afghanistan,1/8/2021,,
AFG,Asia,Afghanistan,1/9/2021,,
AFG,Asia,Afghanistan,1/10/2021,,
AFG,Asia,Afghanistan,1/11/2021,,
AFG,Asia,Afghanistan,1/12/2021,,
AFG,Asia,Afghanistan,1/13/2021,,
AFG,Asia,Afghanistan,1/14/2021,,
AFG,Asia,Afghanistan,1/15/2021,,
AFG,Asia,Afghanistan,1/16/2021,,
AFG,Asia,Afghanistan,1/17/2021,,
AFG,Asia,Afghanistan,1/18/2021,,
AFG,Asia,Afghanistan,1/19/2021,,
AFG,Asia,Afghanistan,1/20/2021,,
AFG,Asia,Afghanistan,1/21/2021,,
AFG,Asia,Afghanistan,1/22/2021,,
AFG,Asia,Afghanistan,1/23/2021,,
AFG,Asia,Afghanistan,1/24/2021,,
AFG,Asia,Afghanistan,1/25/2021,,
AFG,Asia,Afghanistan,1/26/2021,,
AFG,Asia,Afghanistan,1/27/2021,,
AFG,Asia,Afghanistan,1/28/2021,,
AFG,Asia,Afghanistan,1/29/2021,,
AFG,Asia,Afghanistan,1/30/2021,,
AFG,Asia,Afghanistan,1/31/2021,,
AFG,Asia,Afghanistan,2/1/2021,,
AFG,Asia,Afghanistan,2/2/2021,,
AFG,Asia,Afghanistan,2/3/2021,,
AFG,Asia,Afghanistan,2/4/2021,,
AFG,Asia,Afghanistan,2/5/2021,,
AFG,Asia,Afghanistan,2/6/2021,,
AFG,Asia,Afghanistan,2/7/2021,,
AFG,Asia,Afghanistan,2/8/2021,,
AFG,Asia,Afghanistan,2/9/2021,,
AFG,Asia,Afghanistan,2/10/2021,,
AFG,Asia,Afghanistan,2/11/2021,,
AFG,Asia,Afghanistan,2/12/2021,,
AFG,Asia,Afghanistan,2/13/2021,,
AFG,Asia,Afghanistan,2/14/2021,,
AFG,Asia,Afghanistan,2/15/2021,,
AFG,Asia,Afghanistan,2/16/2021,,
AFG,Asia,Afghanistan,2/17/2021,,
AFG,Asia,Afghanistan,2/18/2021,,
AFG,Asia,Afghanistan,2/19/2021,,
AFG,Asia,Afghanistan,2/20/2021,,
AFG,Asia,Afghanistan,2/21/2021,,
AFG,Asia,Afghanistan,2/22/2021,0,
AFG,Asia,Afghanistan,2/23/2021,,
AFG,Asia,Afghanistan,2/24/2021,,
AFG,Asia,Afghanistan,2/25/2021,,
AFG,Asia,Afghanistan,2/26/2021,,
AFG,Asia,Afghanistan,2/27/2021,,
AFG,Asia,Afghanistan,2/28/2021,8200,
AFG,Asia,Afghanistan,3/1/2021,,
AFG,Asia,Afghanistan,3/2/2021,,
AFG,Asia,Afghanistan,3/3/2021,,
AFG,Asia,Afghanistan,3/4/2021,,
AFG,Asia,Afghanistan,3/5/2021,,
AFG,Asia,Afghanistan,3/6/2021,,
AFG,Asia,Afghanistan,3/7/2021,,
AFG,Asia,Afghanistan,3/8/2021,,
AFG,Asia,Afghanistan,3/9/2021,,
AFG,Asia,Afghanistan,3/10/2021,,
AFG,Asia,Afghanistan,3/11/2021,,
AFG,Asia,Afghanistan,3/12/2021,,
AFG,Asia,Afghanistan,3/13/2021,,
AFG,Asia,Afghanistan,3/14/2021,,
AFG,Asia,Afghanistan,3/15/2021,,
AFG,Asia,Afghanistan,3/16/2021,54000,
AFG,Asia,Afghanistan,3/17/2021,,
AFG,Asia,Afghanistan,3/18/2021,,
AFG,Asia,Afghanistan,3/19/2021,,
AFG,Asia,Afghanistan,3/20/2021,,
AFG,Asia,Afghanistan,3/21/2021,,
AFG,Asia,Afghanistan,3/22/2021,,
AFG,Asia,Afghanistan,3/23/2021,,
AFG,Asia,Afghanistan,3/24/2021,,
AFG,Asia,Afghanistan,3/25/2021,,
AFG,Asia,Afghanistan,3/26/2021,,
AFG,Asia,Afghanistan,3/27/2021,,
AFG,Asia,Afghanistan,3/28/2021,,
AFG,Asia,Afghanistan,3/29/2021,,
AFG,Asia,Afghanistan,3/30/2021,,
AFG,Asia,Afghanistan,3/31/2021,,
AFG,Asia,Afghanistan,4/1/2021,,
AFG,Asia,Afghanistan,4/2/2021,,
AFG,Asia,Afghanistan,4/3/2021,,
AFG,Asia,Afghanistan,4/4/2021,,
AFG,Asia,Afghanistan,4/5/2021,,
AFG,Asia,Afghanistan,4/6/2021,,
AFG,Asia,Afghanistan,4/7/2021,120000,
AFG,Asia,Afghanistan,4/8/2021,,
AFG,Asia,Afghanistan,4/9/2021,,
AFG,Asia,Afghanistan,4/10/2021,,
AFG,Asia,Afghanistan,4/11/2021,,
AFG,Asia,Afghanistan,4/12/2021,,
AFG,Asia,Afghanistan,4/13/2021,,
AFG,Asia,Afghanistan,4/14/2021,,
AFG,Asia,Afghanistan,4/15/2021,,
AFG,Asia,Afghanistan,4/16/2021,,
AFG,Asia,Afghanistan,4/17/2021,,
AFG,Asia,Afghanistan,4/18/2021,,
AFG,Asia,Afghanistan,4/19/2021,,
AFG,Asia,Afghanistan,4/20/2021,,
AFG,Asia,Afghanistan,4/21/2021,,
AFG,Asia,Afghanistan,4/22/2021,240000,
AFG,Asia,Afghanistan,4/23/2021,,
AFG,Asia,Afghanistan,4/24/2021,,
AFG,Asia,Afghanistan,4/25/2021,,
AFG,Asia,Afghanistan,4/26/2021,,
AFG,Asia,Afghanistan,4/27/2021,,
AFG,Asia,Afghanistan,4/28/2021,,
AFG,Asia,Afghanistan,4/29/2021,,
AFG,Asia,Afghanistan,4/30/2021,,
OWID_AFR,,Africa,2/13/2020,,
OWID_AFR,,Africa,2/14/2020,,
OWID_AFR,,Africa,2/15/2020,,
OWID_AFR,,Africa,2/16/2020,,
OWID_AFR,,Africa,2/17/2020,,
OWID_AFR,,Africa,2/18/2020,,
OWID_AFR,,Africa,2/19/2020,,
OWID_AFR,,Africa,2/20/2020,,
OWID_AFR,,Africa,2/21/2020,,
OWID_AFR,,Africa,2/22/2020,,
OWID_AFR,,Africa,2/23/2020,,
OWID_AFR,,Africa,2/24/2020,,
OWID_AFR,,Africa,2/25/2020,,
OWID_AFR,,Africa,2/26/2020,,
OWID_AFR,,Africa,2/27/2020,,
OWID_AFR,,Africa,2/28/2020,,
OWID_AFR,,Africa,2/29/2020,,
OWID_AFR,,Africa,3/1/2020,,
OWID_AFR,,Africa,3/2/2020,,
OWID_AFR,,Africa,3/3/2020,,
OWID_AFR,,Africa,3/4/2020,,
OWID_AFR,,Africa,3/5/2020,,
OWID_AFR,,Africa,3/6/2020,,
OWID_AFR,,Africa,3/7/2020,,
OWID_AFR,,Africa,3/8/2020,,
OWID_AFR,,Africa,3/9/2020,,
OWID_AFR,,Africa,3/10/2020,,
OWID_AFR,,Africa,3/11/2020,,
OWID_AFR,,Africa,3/12/2020,,
OWID_AFR,,Africa,3/13/2020,,
OWID_AFR,,Africa,3/14/2020,,
OWID_AFR,,Africa,3/15/2020,,
OWID_AFR,,Africa,3/16/2020,,
OWID_AFR,,Africa,3/17/2020,,
OWID_AFR,,Africa,3/18/2020,,
OWID_AFR,,Africa,3/19/2020,,
OWID_AFR,,Africa,3/20/2020,,
OWID_AFR,,Africa,3/21/2020,,
OWID_AFR,,Africa,3/22/2020,,
OWID_AFR,,Africa,3/23/2020,,
OWID_AFR,,Africa,3/24/2020,,
OWID_AFR,,Africa,3/25/2020,,
OWID_AFR,,Africa,3/26/2020,,
OWID_AFR,,Africa,3/27/2020,,
OWID_AFR,,Africa,3/28/2020,,
OWID_AFR,,Africa,3/29/2020,,
OWID_AFR,,Africa,3/30/2020,,
OWID_AFR,,Africa,3/31/2020,,
OWID_AFR,,Africa,4/1/2020,,
OWID_AFR,,Africa,4/2/2020,,
OWID_AFR,,Africa,4/3/2020,,
OWID_AFR,,Africa,4/4/2020,,
OWID_AFR,,Africa,4/5/2020,,
OWID_AFR,,Africa,4/6/2020,,
OWID_AFR,,Africa,4/7/2020,,
OWID_AFR,,Africa,4/8/2020,,
OWID_AFR,,Africa,4/9/2020,,
OWID_AFR,,Africa,4/10/2020,,
OWID_AFR,,Africa,4/11/2020,,
OWID_AFR,,Africa,4/12/2020,,
OWID_AFR,,Africa,4/13/2020,,
OWID_AFR,,Africa,4/14/2020,,
OWID_AFR,,Africa,4/15/2020,,
OWID_AFR,,Africa,4/16/2020,,
OWID_AFR,,Africa,4/17/2020,,
OWID_AFR,,Africa,4/18/2020,,
OWID_AFR,,Africa,4/19/2020,,
OWID_AFR,,Africa,4/20/2020,,
OWID_AFR,,Africa,4/21/2020,,
OWID_AFR,,Africa,4/22/2020,,
OWID_AFR,,Africa,4/23/2020,,
OWID_AFR,,Africa,4/24/2020,,
OWID_AFR,,Africa,4/25/2020,,
OWID_AFR,,Africa,4/26/2020,,
OWID_AFR,,Africa,4/27/2020,,
OWID_AFR,,Africa,4/28/2020,,
OWID_AFR,,Africa,4/29/2020,,
OWID_AFR,,Africa,4/30/2020,,
OWID_AFR,,Africa,5/1/2020,,
OWID_AFR,,Africa,5/2/2020,,
OWID_AFR,,Africa,5/3/2020,,
OWID_AFR,,Africa,5/4/2020,,
OWID_AFR,,Africa,5/5/2020,,
OWID_AFR,,Africa,5/6/2020,,
OWID_AFR,,Africa,5/7/2020,,
OWID_AFR,,Africa,5/8/2020,,
OWID_AFR,,Africa,5/9/2020,,
OWID_AFR,,Africa,5/10/2020,,
OWID_AFR,,Africa,5/11/2020,,
OWID_AFR,,Africa,5/12/2020,,
OWID_AFR,,Africa,5/13/2020,,
OWID_AFR,,Africa,5/14/2020,,
OWID_AFR,,Africa,5/15/2020,,
OWID_AFR,,Africa,5/16/2020,,
OWID_AFR,,Africa,5/17/2020,,
OWID_AFR,,Africa,5/18/2020,,
OWID_AFR,,Africa,5/19/2020,,
OWID_AFR,,Africa,5/20/2020,,
OWID_AFR,,Africa,5/21/2020,,
OWID_AFR,,Africa,5/22/2020,,
OWID_AFR,,Africa,5/23/2020,,
OWID_AFR,,Africa,5/24/2020,,
OWID_AFR,,Africa,5/25/2020,,
OWID_AFR,,Africa,5/26/2020,,
OWID_AFR,,Africa,5/27/2020,,
OWID_AFR,,Africa,5/28/2020,,
OWID_AFR,,Africa,5/29/2020,,
OWID_AFR,,Africa,5/30/2020,,
OWID_AFR,,Africa,5/31/2020,,
OWID_AFR,,Africa,6/1/2020,,
OWID_AFR,,Africa,6/2/2020,,
OWID_AFR,,Africa,6/3/2020,,
OWID_AFR,,Africa,6/4/2020,,
OWID_AFR,,Africa,6/5/2020,,
OWID_AFR,,Africa,6/6/2020,,
OWID_AFR,,Africa,6/7/2020,,
OWID_AFR,,Africa,6/8/2020,,
OWID_AFR,,Africa,6/9/2020,,
OWID_AFR,,Africa,6/10/2020,,
OWID_AFR,,Africa,6/11/2020,,
OWID_AFR,,Africa,6/12/2020,,
OWID_AFR,,Africa,6/13/2020,,
OWID_AFR,,Africa,6/14/2020,,
OWID_AFR,,Africa,6/15/2020,,
OWID_AFR,,Africa,6/16/2020,,
OWID_AFR,,Africa,6/17/2020,,
OWID_AFR,,Africa,6/18/2020,,
OWID_AFR,,Africa,6/19/2020,,
OWID_AFR,,Africa,6/20/2020,,
OWID_AFR,,Africa,6/21/2020,,
OWID_AFR,,Africa,6/22/2020,,
OWID_AFR,,Africa,6/23/2020,,
OWID_AFR,,Africa,6/24/2020,,
OWID_AFR,,Africa,6/25/2020,,
OWID_AFR,,Africa,6/26/2020,,
OWID_AFR,,Africa,6/27/2020,,
OWID_AFR,,Africa,6/28/2020,,
OWID_AFR,,Africa,6/29/2020,,
OWID_AFR,,Africa,6/30/2020,,
OWID_AFR,,Africa,7/1/2020,,
OWID_AFR,,Africa,7/2/2020,,
OWID_AFR,,Africa,7/3/2020,,
OWID_AFR,,Africa,7/4/2020,,
OWID_AFR,,Africa,7/5/2020,,
OWID_AFR,,Africa,7/6/2020,,
OWID_AFR,,Africa,7/7/2020,,
OWID_AFR,,Africa,7/8/2020,,
OWID_AFR,,Africa,7/9/2020,,
OWID_AFR,,Africa,7/10/2020,,
OWID_AFR,,Africa,7/11/2020,,
OWID_AFR,,Africa,7/12/2020,,
OWID_AFR,,Africa,7/13/2020,,
OWID_AFR,,Africa,7/14/2020,,
OWID_AFR,,Africa,7/15/2020,,
OWID_AFR,,Africa,7/16/2020,,
OWID_AFR,,Africa,7/17/2020,,
OWID_AFR,,Africa,7/18/2020,,
OWID_AFR,,Africa,7/19/2020,,
OWID_AFR,,Africa,7/20/2020,,
OWID_AFR,,Africa,7/21/2020,,
OWID_AFR,,Africa,7/22/2020,,
OWID_AFR,,Africa,7/23/2020,,
OWID_AFR,,Africa,7/24/2020,,
